Year;Month;Anomaly Monthly TAVG;Unc. Monthly TAVG;Anomaly Annual TAVG;Unc. Annual TAVG;Anomaly Five-year TAVG;Unc. Five-year TAVG;Anomaly Ten-year TAVG;Unc. Ten-year TAVG;Anomaly Twenty-year TAVG;Unc. Twenty-year TAVG
1838;3;-1.677;1.810;-1.244;0.733;-0.970;0.471;-0.836;0.422;-0.759;0.366
1838;4;-0.946;1.446;-1.164;0.684;-0.975;0.477;-0.836;0.421;-0.763;0.366
1838;5;-1.379;0.783;-1.092;0.636;-0.974;0.476;-0.842;0.422;-0.766;0.365
1838;6;-0.669;0.606;-1.069;0.605;-0.965;0.472;-0.849;0.420;-0.769;0.364
1838;7;-0.100;0.547;-0.822;0.565;-0.985;0.472;-0.848;0.419;-0.770;0.364
1838;8;-0.384;0.792;-0.659;0.563;-0.984;0.473;-0.849;0.419;-0.772;0.366
1838;9;-0.930;0.975;-0.736;0.539;-1.019;0.482;-0.849;0.418;-0.768;0.367
1838;10;-0.562;0.890;-0.692;0.491;-1.026;0.475;-0.843;0.416;-0.768;0.368
1838;11;-0.835;1.304;-0.655;0.515;-1.017;0.469;-0.858;0.416;-0.770;0.370
1838;12;-0.811;1.132;-0.658;0.529;-1.011;0.468;-0.853;0.418;-0.771;0.371
1839;1;-0.097;1.726;-0.642;0.543;-0.995;0.463;-0.839;0.418;-0.770;0.371
1839;2;0.491;1.689;-0.591;0.559;-0.982;0.454;-0.844;0.418;-0.766;0.370
1839;3;-2.604;1.693;-0.604;0.564;-0.982;0.457;-0.853;0.415;-0.764;0.369
1839;4;-0.413;0.939;-0.637;0.616;-0.985;0.457;-0.860;0.415;-0.767;0.370
1839;5;-0.931;0.833;-0.733;0.684;-0.975;0.454;-0.871;0.417;-0.772;0.369
1839;6;-0.716;0.801;-0.852;0.743;-0.984;0.450;-0.872;0.416;-0.772;0.368
1839;7;0.101;0.650;-0.810;0.715;-0.994;0.459;-0.875;0.414;-0.771;0.367
1839;8;0.230;0.885;-0.928;0.692;-0.991;0.457;-0.878;0.415;-0.770;0.366
1839;9;-1.092;1.040;-0.817;0.701;-0.960;0.456;-0.884;0.412;-0.769;0.366
1839;10;-0.961;0.967;-0.823;0.702;-0.926;0.456;-0.883;0.412;-0.768;0.366
1839;11;-1.978;1.162;-0.758;0.690;-0.912;0.450;-0.901;0.410;-0.765;0.369
1839;12;-2.241;1.534;-0.717;0.650;-0.906;0.455;-0.912;0.411;-0.768;0.371
1840;1;0.410;1.530;-0.714;0.608;-0.902;0.460;-0.915;0.408;-0.778;0.371
1840;2;-0.927;1.313;-0.807;0.581;-0.901;0.459;-0.928;0.407;-0.783;0.371
1840;3;-1.276;1.893;-0.806;0.547;-0.901;0.465;-0.928;0.406;-0.782;0.370
1840;4;-0.489;0.782;-0.866;0.525;-0.890;0.465;-0.926;0.402;-0.788;0.370
1840;5;-0.146;0.713;-0.864;0.510;-0.882;0.464;-0.925;0.399;-0.789;0.369
1840;6;-0.230;0.856;-0.807;0.486;-0.860;0.455;-0.920;0.398;-0.787;0.369
1840;7;0.147;0.845;-0.982;0.513;-0.798;0.435;-0.909;0.393;-0.789;0.369
1840;8;-0.888;0.712;-0.940;0.526;-0.759;0.426;-0.899;0.392;-0.786;0.370
1840;9;-1.085;0.758;-1.005;0.504;-0.740;0.409;-0.890;0.393;-0.783;0.369
1840;10;-1.674;0.897;-1.098;0.515;-0.734;0.397;-0.891;0.393;-0.784;0.370
1840;11;-1.963;0.970;-1.142;0.511;-0.735;0.401;-0.883;0.394;-0.796;0.371
1840;12;-1.559;1.142;-1.172;0.504;-0.743;0.402;-0.881;0.392;-0.804;0.369
1841;1;-1.686;1.656;-1.182;0.513;-0.752;0.407;-0.870;0.396;-0.804;0.368
1841;2;-0.418;1.415;-1.138;0.525;-0.759;0.407;-0.863;0.390;-0.805;0.366
1841;3;-2.056;1.270;-1.153;0.513;-0.760;0.404;-0.854;0.388;-0.806;0.366
1841;4;-1.605;0.874;-1.061;0.497;-0.760;0.409;-0.852;0.390;-0.808;0.366
1841;5;-0.682;0.775;-1.021;0.496;-0.766;0.415;-0.845;0.386;-0.808;0.367
1841;6;-0.586;0.881;-0.976;0.490;-0.748;0.419;-0.838;0.384;-0.808;0.368
1841;7;0.028;0.759;-0.895;0.493;-0.754;0.415;-0.827;0.381;-0.804;0.367
1841;8;-0.357;0.888;-0.880;0.495;-0.779;0.419;-0.816;0.375;-0.799;0.366
1841;9;-1.269;0.668;-0.673;0.472;-0.746;0.402;-0.809;0.376;-0.793;0.367
1841;10;-0.569;0.654;-0.551;0.463;-0.756;0.402;-0.814;0.377;-0.789;0.367
1841;11;-1.484;0.985;-0.564;0.462;-0.763;0.403;-0.805;0.377;-0.787;0.367
1841;12;-1.023;1.326;-0.594;0.475;-0.765;0.399;-0.802;0.374;-0.784;0.367
1842;1;-0.707;1.918;-0.669;0.502;-0.777;0.399;-0.800;0.371;-0.783;0.368
1842;2;-0.237;1.345;-0.701;0.506;-0.798;0.397;-0.794;0.370;-0.781;0.369
1842;3;0.430;1.282;-0.697;0.518;-0.801;0.391;-0.793;0.369;-0.786;0.370
1842;4;-0.149;0.798;-0.724;0.548;-0.795;0.384;-0.779;0.369;-0.787;0.371
1842;5;-0.828;0.858;-0.702;0.551;-0.791;0.377;-0.772;0.367;-0.785;0.370
1842;6;-0.952;0.911;-0.597;0.543;-0.782;0.370;-0.767;0.368;-0.783;0.369
1842;7;-0.867;0.873;-0.480;0.501;-0.787;0.367;-0.762;0.369;-0.781;0.367
1842;8;-0.748;0.842;-0.387;0.508;-0.799;0.372;-0.761;0.369;-0.778;0.365
1842;9;-1.217;0.767;-0.469;0.485;-0.792;0.369;-0.757;0.371;-0.774;0.365
1842;10;-0.892;1.007;-0.505;0.487;-0.790;0.366;-0.751;0.369;-0.772;0.363
1842;11;-1.218;0.937;-0.555;0.482;-0.803;0.364;-0.741;0.368;-0.771;0.363
1842;12;0.237;0.979;-0.573;0.465;-0.812;0.361;-0.749;0.367;-0.760;0.363
1843;1;0.696;1.144;-0.555;0.462;-0.818;0.365;-0.742;0.361;-0.762;0.363
1843;2;0.872;1.332;-0.558;0.459;-0.812;0.367;-0.725;0.361;-0.765;0.365
1843;3;-0.548;1.178;-0.539;0.454;-0.810;0.364;-0.717;0.353;-0.766;0.366
1843;4;-0.585;0.735;-0.512;0.428;-0.808;0.360;-0.713;0.352;-0.767;0.367
1843;5;-1.425;0.858;-0.512;0.411;-0.791;0.362;-0.708;0.353;-0.766;0.366
1843;6;-1.174;0.612;-0.507;0.432;-0.796;0.362;-0.706;0.353;-0.765;0.365
1843;7;-0.648;0.675;-0.606;0.458;-0.754;0.374;-0.706;0.357;-0.761;0.365
1843;8;-0.788;0.637;-0.762;0.468;-0.741;0.368;-0.709;0.356;-0.758;0.364
1843;9;-0.984;0.744;-0.769;0.449;-0.689;0.361;-0.711;0.353;-0.757;0.364
1843;10;-0.566;0.634;-0.805;0.458;-0.677;0.370;-0.711;0.356;-0.754;0.364
1843;11;-1.217;0.729;-0.795;0.473;-0.673;0.367;-0.711;0.360;-0.763;0.365
1843;12;0.293;1.261;-0.766;0.477;-0.665;0.365;-0.716;0.360;-0.764;0.364
1844;1;-0.488;1.222;-0.768;0.479;-0.659;0.363;-0.721;0.358;-0.761;0.363
1844;2;-1.007;1.324;-0.786;0.486;-0.651;0.358;-0.730;0.360;-0.765;0.361
1844;3;-0.624;1.125;-0.812;0.485;-0.637;0.358;-0.708;0.357;-0.769;0.361
1844;4;-1.023;1.082;-0.812;0.485;-0.644;0.363;-0.716;0.358;-0.770;0.359
1844;5;-1.309;0.966;-0.855;0.461;-0.635;0.367;-0.718;0.357;-0.771;0.358
1844;6;-0.824;0.623;-1.022;0.433;-0.619;0.364;-0.717;0.355;-0.772;0.358
1844;7;-0.664;0.696;-0.973;0.414;-0.606;0.362;-0.719;0.357;-0.770;0.357
1844;8;-1.012;0.756;-1.024;0.428;-0.596;0.368;-0.725;0.355;-0.768;0.356
1844;9;-1.295;0.655;-1.046;0.438;-0.627;0.366;-0.725;0.353;-0.768;0.354
1844;10;-0.566;0.755;-0.989;0.434;-0.631;0.370;-0.720;0.352;-0.763;0.352
1844;11;-1.725;0.910;-0.960;0.427;-0.631;0.370;-0.706;0.357;-0.766;0.353
1844;12;-1.718;1.144;-0.955;0.435;-0.629;0.366;-0.701;0.350;-0.764;0.353
1845;1;0.101;1.153;-0.917;0.431;-0.621;0.361;-0.720;0.350;-0.766;0.354
1845;2;-1.617;1.294;-0.876;0.421;-0.621;0.356;-0.713;0.355;-0.766;0.350
1845;3;-0.892;1.080;-0.851;0.424;-0.614;0.355;-0.706;0.356;-0.765;0.348
1845;4;-0.333;0.665;-0.929;0.431;-0.611;0.348;-0.712;0.357;-0.761;0.345
1845;5;-0.961;0.631;-0.866;0.451;-0.600;0.344;-0.721;0.355;-0.757;0.345
1845;6;-0.769;0.642;-0.880;0.452;-0.638;0.348;-0.723;0.355;-0.753;0.343
1845;7;-0.211;0.686;-0.818;0.544;-0.686;0.352;-0.724;0.356;-0.750;0.342
1845;8;-0.512;0.617;-0.653;0.495;-0.691;0.355;-0.717;0.358;-0.744;0.341
1845;9;-0.998;0.687;-0.491;0.484;-0.694;0.351;-0.714;0.357;-0.740;0.340
1845;10;-1.507;0.970;-0.537;0.564;-0.691;0.360;-0.710;0.357;-0.737;0.340
1845;11;-0.964;1.084;-0.492;0.577;-0.681;0.360;-0.706;0.358;-0.732;0.340
1845;12;-1.889;1.196;-0.435;0.601;-0.669;0.361;-0.702;0.355;-0.730;0.338
1846;1;0.848;2.589;-0.385;0.602;-0.660;0.363;-0.689;0.355;-0.727;0.338
1846;2;0.363;1.777;-0.331;0.598;-0.658;0.363;-0.691;0.357;-0.729;0.339
1846;3;1.047;0.990;-0.284;0.593;-0.661;0.367;-0.683;0.356;-0.733;0.338
1846;4;-0.882;1.746;-0.244;0.613;-0.661;0.371;-0.679;0.356;-0.730;0.337
1846;5;-0.426;0.707;-0.240;0.651;-0.655;0.374;-0.676;0.357;-0.728;0.336
1846;6;-0.079;1.005;-0.089;0.639;-0.685;0.368;-0.673;0.357;-0.723;0.336
1846;7;0.394;0.713;-0.152;0.573;-0.687;0.367;-0.673;0.355;-0.720;0.335
1846;8;0.128;0.635;-0.154;0.598;-0.680;0.370;-0.673;0.353;-0.719;0.334
1846;9;-0.434;0.633;-0.359;0.625;-0.670;0.380;-0.667;0.354;-0.718;0.334
1846;10;-1.023;0.980;-0.321;0.568;-0.675;0.386;-0.664;0.357;-0.722;0.332
1846;11;-0.912;1.206;-0.355;0.571;-0.673;0.385;-0.662;0.361;-0.717;0.331
1846;12;-0.085;1.095;-0.415;0.536;-0.670;0.387;-0.657;0.360;-0.716;0.330
1847;1;0.098;1.301;-0.479;0.504;-0.661;0.388;-0.654;0.367;-0.719;0.330
1847;2;0.334;1.235;-0.555;0.496;-0.652;0.387;-0.658;0.375;-0.721;0.329
1847;3;-1.405;1.463;-0.582;0.492;-0.649;0.390;-0.676;0.375;-0.718;0.330
1847;4;-0.431;0.861;-0.557;0.476;-0.646;0.391;-0.682;0.380;-0.715;0.330
1847;5;-0.831;0.724;-0.528;0.432;-0.621;0.408;-0.677;0.381;-0.714;0.331
1847;6;-0.797;0.716;-0.691;0.433;-0.620;0.405;-0.673;0.381;-0.713;0.332
1847;7;-0.380;0.749;-0.880;0.458;-0.653;0.411;-0.667;0.378;-0.710;0.332
1847;8;-0.782;0.786;-0.864;0.481;-0.628;0.420;-0.667;0.375;-0.710;0.333
1847;9;-0.762;0.853;-0.805;0.517;-0.621;0.422;-0.663;0.374;-0.708;0.334
1847;10;-0.724;0.618;-0.804;0.559;-0.634;0.431;-0.659;0.370;-0.706;0.332
1847;11;-0.566;1.067;-0.805;0.550;-0.639;0.434;-0.661;0.370;-0.702;0.332
1847;12;-2.032;1.097;-0.774;0.547;-0.635;0.440;-0.662;0.371;-0.698;0.329
1848;1;-2.171;1.388;-0.750;0.548;-0.631;0.440;-0.675;0.376;-0.685;0.326
1848;2;0.525;1.262;-0.743;0.543;-0.622;0.441;-0.691;0.379;-0.683;0.324
1848;3;-0.700;0.951;-0.778;0.521;-0.617;0.438;-0.697;0.380;-0.678;0.321
1848;4;-0.417;1.030;-0.764;0.528;-0.613;0.445;-0.698;0.384;-0.674;0.318
1848;5;-0.840;0.682;-0.786;0.557;-0.621;0.444;-0.689;0.385;-0.670;0.319
1848;6;-0.422;0.907;-0.741;0.554;-0.608;0.435;-0.681;0.385;-0.668;0.319
1848;7;-0.095;0.843;-0.613;0.531;-0.623;0.412;-0.674;0.381;-0.669;0.320
1848;8;-0.700;0.696;-0.705;0.539;-0.640;0.421;-0.667;0.381;-0.670;0.319
1848;9;-1.177;0.645;-0.647;0.567;-0.677;0.424;-0.664;0.382;-0.670;0.317
1848;10;-0.566;0.848;-0.722;0.553;-0.680;0.410;-0.665;0.384;-0.669;0.317
1848;11;-0.828;0.882;-0.754;0.558;-0.678;0.415;-0.667;0.385;-0.666;0.317
1848;12;-1.494;1.020;-0.772;0.559;-0.682;0.412;-0.675;0.383;-0.667;0.318
1849;1;-0.629;1.307;-0.776;0.545;-0.688;0.410;-0.682;0.384;-0.669;0.315
1849;2;-0.583;1.172;-0.756;0.541;-0.696;0.412;-0.685;0.385;-0.674;0.315
1849;3;-0.004;0.980;-0.748;0.547;-0.697;0.416;-0.684;0.388;-0.664;0.312
1849;4;-1.320;1.145;-0.735;0.539;-0.684;0.417;-0.681;0.389;-0.661;0.312
1849;5;-1.223;0.826;-0.684;0.565;-0.689;0.415;-0.672;0.388;-0.656;0.311
1849;6;-0.641;0.874;-0.700;0.517;-0.696;0.417;-0.672;0.387;-0.653;0.311
1849;7;-0.132;0.858;-0.802;0.537;-0.702;0.429;-0.665;0.386;-0.655;0.311
1849;8;-0.460;0.699;-0.761;0.562;-0.721;0.440;-0.658;0.384;-0.658;0.309
1849;9;-1.087;0.774;-0.801;0.545;-0.725;0.446;-0.652;0.383;-0.657;0.308
1849;10;-0.404;0.756;-0.783;0.563;-0.733;0.452;-0.642;0.381;-0.654;0.306
1849;11;-0.226;1.243;-0.791;0.553;-0.722;0.455;-0.630;0.386;-0.647;0.306
1849;12;-1.682;0.906;-0.778;0.545;-0.717;0.457;-0.617;0.386;-0.639;0.308
1850;1;-1.846;1.048;-0.765;0.534;-0.713;0.457;-0.616;0.393;-0.643;0.308
1850;2;-0.101;1.577;-0.724;0.529;-0.714;0.455;-0.604;0.386;-0.642;0.307
1850;3;-0.484;0.905;-0.693;0.513;-0.713;0.453;-0.602;0.386;-0.645;0.310
1850;4;-1.103;1.098;-0.764;0.528;-0.707;0.450;-0.596;0.385;-0.644;0.309
1850;5;-1.317;0.762;-0.865;0.508;-0.723;0.457;-0.588;0.389;-0.645;0.307
1850;6;-0.485;0.836;-0.818;0.521;-0.686;0.454;-0.586;0.389;-0.644;0.305
1850;7;0.030;0.717;-0.669;0.506;-0.664;0.458;-0.590;0.389;-0.645;0.304
1850;8;0.031;0.715;-0.717;0.457;-0.690;0.461;-0.590;0.389;-0.641;0.304
1850;9;-0.713;0.615;-0.774;0.468;-0.700;0.466;-0.589;0.387;-0.638;0.303
1850;10;-1.264;0.841;-0.769;0.456;-0.705;0.464;-0.583;0.388;-0.633;0.302
1850;11;-1.431;0.993;-0.685;0.475;-0.697;0.465;-0.582;0.387;-0.630;0.302
1850;12;-1.123;0.859;-0.669;0.461;-0.694;0.458;-0.579;0.383;-0.632;0.303
1851;1;-0.063;1.001;-0.672;0.450;-0.688;0.448;-0.585;0.374;-0.633;0.307
1851;2;-0.668;1.110;-0.703;0.441;-0.677;0.444;-0.596;0.384;-0.636;0.309
1851;3;-1.177;0.937;-0.687;0.458;-0.667;0.440;-0.612;0.384;-0.631;0.309
1851;4;-1.036;0.850;-0.600;0.463;-0.669;0.439;-0.608;0.373;-0.627;0.307
1851;5;-0.307;0.929;-0.581;0.484;-0.678;0.436;-0.610;0.373;-0.627;0.306
1851;6;-0.302;0.667;-0.529;0.505;-0.665;0.438;-0.609;0.370;-0.627;0.305
1851;7;-0.005;0.545;-0.546;0.570;-0.677;0.447;-0.613;0.367;-0.628;0.304
1851;8;-0.334;0.583;-0.557;0.614;-0.690;0.445;-0.621;0.368;-0.627;0.302
1851;9;-0.522;0.755;-0.597;0.623;-0.698;0.441;-0.628;0.367;-0.624;0.302
1851;10;-0.219;0.990;-0.584;0.618;-0.687;0.432;-0.629;0.364;-0.626;0.301
1851;11;-1.208;0.869;-0.573;0.620;-0.671;0.428;-0.628;0.359;-0.620;0.300
1851;12;-0.498;0.838;-0.591;0.643;-0.674;0.422;-0.630;0.357;-0.619;0.297
1852;1;-0.262;1.615;-0.601;0.646;-0.669;0.418;-0.637;0.360;-0.625;0.300
1852;2;-0.800;1.227;-0.643;0.634;-0.664;0.415;-0.648;0.358;-0.630;0.300
1852;3;-1.655;1.002;-0.659;0.631;-0.656;0.408;-0.644;0.359;-0.637;0.300
1852;4;-0.887;0.943;-0.671;0.584;-0.639;0.404;-0.652;0.359;-0.640;0.300
1852;5;-0.177;0.855;-0.697;0.566;-0.640;0.399;-0.657;0.358;-0.639;0.297
1852;6;-0.511;0.770;-0.641;0.536;-0.613;0.401;-0.658;0.358;-0.637;0.294
1852;7;-0.129;0.541;-0.688;0.501;-0.580;0.410;-0.659;0.357;-0.635;0.292
1852;8;-0.841;0.713;-0.710;0.486;-0.581;0.390;-0.658;0.357;-0.635;0.290
1852;9;-0.706;0.602;-0.681;0.474;-0.583;0.386;-0.660;0.355;-0.634;0.288
1852;10;-0.366;0.509;-0.665;0.474;-0.559;0.375;-0.662;0.353;-0.634;0.286
1852;11;-1.522;0.771;-0.682;0.457;-0.537;0.377;-0.664;0.358;-0.635;0.286
1852;12;0.170;0.708;-0.657;0.438;-0.538;0.370;-0.647;0.356;-0.644;0.286
1853;1;-0.827;1.209;-0.628;0.421;-0.549;0.369;-0.629;0.354;-0.645;0.286
1853;2;-1.055;1.284;-0.557;0.420;-0.557;0.366;-0.642;0.351;-0.648;0.283
1853;3;-1.316;0.930;-0.547;0.407;-0.561;0.364;-0.639;0.350;-0.648;0.283
1853;4;-0.686;0.842;-0.575;0.423;-0.552;0.359;-0.636;0.347;-0.646;0.283
1853;5;-0.389;0.645;-0.565;0.428;-0.544;0.358;-0.632;0.346;-0.641;0.283
1853;6;-0.209;0.604;-0.634;0.451;-0.551;0.358;-0.630;0.344;-0.637;0.283
1853;7;0.218;0.538;-0.680;0.458;-0.547;0.364;-0.633;0.342;-0.637;0.281
1853;8;0.010;0.598;-0.703;0.423;-0.552;0.375;-0.632;0.340;-0.636;0.281
1853;9;-0.578;0.519;-0.637;0.409;-0.547;0.372;-0.629;0.339;-0.636;0.283
1853;10;-0.700;0.702;-0.632;0.371;-0.537;0.364;-0.628;0.337;-0.639;0.282
1853;11;-1.403;0.778;-0.623;0.371;-0.542;0.358;-0.622;0.334;-0.636;0.283
1853;12;-0.662;0.856;-0.674;0.373;-0.536;0.357;-0.618;0.336;-0.641;0.281
1854;1;-1.376;1.189;-0.680;0.393;-0.538;0.353;-0.618;0.335;-0.644;0.279
1854;2;-1.341;1.092;-0.693;0.405;-0.547;0.352;-0.618;0.333;-0.642;0.281
1854;3;-0.516;0.768;-0.694;0.403;-0.558;0.348;-0.621;0.328;-0.642;0.284
1854;4;-0.633;0.614;-0.585;0.388;-0.574;0.338;-0.606;0.324;-0.641;0.285
1854;5;-0.279;0.616;-0.491;0.401;-0.568;0.331;-0.594;0.322;-0.636;0.284
1854;6;-0.822;0.568;-0.441;0.376;-0.564;0.326;-0.589;0.320;-0.632;0.283
1854;7;0.146;0.572;-0.314;0.404;-0.573;0.317;-0.591;0.316;-0.630;0.281
1854;8;-0.146;0.649;-0.216;0.378;-0.575;0.304;-0.591;0.314;-0.628;0.279
1854;9;-0.580;0.522;-0.225;0.369;-0.562;0.300;-0.589;0.312;-0.625;0.278
1854;10;0.608;0.626;-0.143;0.368;-0.571;0.296;-0.588;0.308;-0.625;0.276
1854;11;-0.285;0.861;-0.123;0.365;-0.592;0.292;-0.588;0.303;-0.622;0.278
1854;12;-0.059;1.334;-0.100;0.364;-0.599;0.288;-0.576;0.312;-0.621;0.278
1855;1;0.146;1.512;-0.165;0.356;-0.606;0.286;-0.567;0.313;-0.620;0.280
1855;2;-0.164;1.297;-0.190;0.360;-0.603;0.287;-0.572;0.310;-0.617;0.280
1855;3;-0.626;0.931;-0.220;0.367;-0.606;0.285;-0.583;0.313;-0.619;0.282
1855;4;0.351;0.794;-0.333;0.371;-0.616;0.285;-0.577;0.308;-0.621;0.281
1855;5;-0.038;0.807;-0.384;0.364;-0.604;0.288;-0.568;0.306;-0.618;0.281
1855;6;-0.536;0.640;-0.509;0.363;-0.608;0.287;-0.565;0.302;-0.617;0.281
1855;7;-0.635;0.576;-0.505;0.345;-0.594;0.282;-0.566;0.300;-0.616;0.280
1855;8;-0.449;0.537;-0.572;0.416;-0.593;0.274;-0.566;0.297;-0.615;0.279
1855;9;-0.945;0.511;-0.595;0.403;-0.578;0.268;-0.562;0.296;-0.612;0.278
1855;10;-0.740;0.770;-0.658;0.392;-0.567;0.264;-0.556;0.293;-0.606;0.279
1855;11;-0.897;0.725;-0.706;0.376;-0.566;0.263;-0.554;0.291;-0.601;0.279
1855;12;-1.562;0.740;-0.659;0.374;-0.566;0.265;-0.561;0.295;-0.597;0.279
1856;1;0.193;1.072;-0.615;0.354;-0.577;0.270;-0.578;0.299;-0.599;0.275
1856;2;-0.968;1.229;-0.650;0.358;-0.587;0.272;-0.581;0.301;-0.604;0.279
1856;3;-0.902;0.928;-0.672;0.367;-0.591;0.275;-0.578;0.299;-0.612;0.282
1856;4;-0.411;0.543;-0.707;0.366;-0.586;0.272;-0.575;0.294;-0.610;0.278
1856;5;-0.615;0.654;-0.702;0.360;-0.565;0.271;-0.579;0.290;-0.610;0.276
1856;6;0.030;0.665;-0.596;0.370;-0.572;0.270;-0.580;0.289;-0.612;0.274
1856;7;-0.108;0.444;-0.676;0.369;-0.559;0.260;-0.582;0.288;-0.613;0.272
1856;8;-0.863;0.700;-0.674;0.320;-0.546;0.256;-0.580;0.287;-0.614;0.271
1856;9;-1.206;0.665;-0.672;0.326;-0.543;0.251;-0.581;0.284;-0.614;0.271
1856;10;-1.166;0.460;-0.758;0.334;-0.526;0.252;-0.587;0.279;-0.612;0.270
1856;11;-0.832;0.680;-0.827;0.333;-0.517;0.252;-0.579;0.273;-0.609;0.268
1856;12;-0.289;0.752;-0.906;0.344;-0.504;0.255;-0.581;0.268;-0.606;0.268
1857;1;-0.774;1.037;-0.942;0.363;-0.512;0.251;-0.596;0.264;-0.607;0.270
1857;2;-0.937;0.797;-0.924;0.375;-0.518;0.248;-0.602;0.257;-0.611;0.271
1857;3;-0.880;0.913;-0.899;0.385;-0.523;0.250;-0.597;0.256;-0.609;0.272
1857;4;-1.445;0.617;-0.884;0.391;-0.537;0.246;-0.599;0.253;-0.607;0.271
1857;5;-1.441;0.590;-0.880;0.403;-0.535;0.242;-0.601;0.245;-0.607;0.270
1857;6;-0.921;0.564;-0.859;0.397;-0.539;0.255;-0.601;0.240;-0.604;0.268
1857;7;-0.540;0.464;-0.796;0.387;-0.554;0.249;-0.603;0.238;-0.602;0.267
1857;8;-0.647;0.504;-0.800;0.384;-0.563;0.259;-0.602;0.237;-0.599;0.267
1857;9;-0.907;0.653;-0.763;0.353;-0.584;0.268;-0.605;0.234;-0.597;0.265
1857;10;-0.979;0.477;-0.641;0.327;-0.596;0.271;-0.610;0.233;-0.593;0.266
1857;11;-0.793;0.769;-0.551;0.317;-0.599;0.269;-0.608;0.233;-0.587;0.266
1857;12;-0.035;0.787;-0.491;0.310;-0.592;0.269;-0.626;0.233;-0.578;0.264
1858;1;-0.010;1.157;-0.484;0.315;-0.583;0.266;-0.616;0.230;-0.573;0.261
1858;2;-0.993;0.797;-0.476;0.308;-0.575;0.266;-0.606;0.219;-0.580;0.260
1858;3;-0.436;0.730;-0.471;0.305;-0.563;0.266;-0.599;0.218;-0.581;0.260
1858;4;0.027;0.681;-0.423;0.315;-0.560;0.268;-0.595;0.215;-0.580;0.258
1858;5;-0.363;0.645;-0.367;0.295;-0.564;0.268;-0.592;0.215;-0.576;0.256
1858;6;-0.200;0.607;-0.457;0.323;-0.571;0.275;-0.593;0.215;-0.575;0.254
1858;7;-0.463;0.540;-0.505;0.299;-0.610;0.274;-0.599;0.215;-0.574;0.252
1858;8;-0.546;0.582;-0.468;0.307;-0.610;0.268;-0.605;0.215;-0.571;0.251
1858;9;-0.854;0.563;-0.461;0.308;-0.609;0.264;-0.609;0.216;-0.568;0.249
1858;10;-0.403;0.512;-0.430;0.298;-0.614;0.260;-0.612;0.214;-0.565;0.248
1858;11;-0.116;0.592;-0.376;0.301;-0.616;0.259;-0.606;0.213;-0.566;0.247
1858;12;-1.112;0.763;-0.365;0.303;-0.624;0.256;-0.608;0.212;-0.561;0.247
1859;1;-0.592;0.875;-0.354;0.287;-0.627;0.257;-0.606;0.206;-0.560;0.249
1859;2;-0.542;0.802;-0.350;0.280;-0.613;0.259;-0.599;0.208;-0.555;0.247
1859;3;-0.362;0.770;-0.354;0.274;-0.605;0.260;-0.600;0.210;-0.560;0.248
1859;4;0.409;0.559;-0.340;0.271;-0.600;0.258;-0.600;0.211;-0.556;0.245
1859;5;0.275;0.659;-0.345;0.272;-0.591;0.252;-0.599;0.211;-0.551;0.243
1859;6;-0.064;0.579;-0.276;0.292;-0.597;0.247;-0.593;0.210;-0.548;0.241
1859;7;-0.326;0.381;-0.288;0.318;-0.619;0.246;-0.595;0.207;-0.547;0.239
1859;8;-0.506;0.406;-0.301;0.342;-0.630;0.246;-0.598;0.207;-0.544;0.239
1859;9;-0.897;0.483;-0.427;0.413;-0.632;0.246;-0.599;0.206;-0.538;0.236
1859;10;-0.241;0.590;-0.493;0.416;-0.627;0.242;-0.608;0.204;-0.538;0.235
1859;11;-0.166;0.573;-0.532;0.413;-0.609;0.234;-0.614;0.202;-0.538;0.232
1859;12;-0.289;1.173;-0.538;0.404;-0.603;0.228;-0.625;0.200;-0.534;0.233
1860;1;-0.743;0.955;-0.519;0.409;-0.601;0.226;-0.624;0.196;-0.529;0.233
1860;2;-0.694;1.006;-0.475;0.414;-0.602;0.225;-0.631;0.200;-0.534;0.230
1860;3;-1.872;0.931;-0.421;0.412;-0.603;0.223;-0.636;0.204;-0.535;0.229
1860;4;-0.385;0.498;-0.445;0.403;-0.604;0.223;-0.646;0.205;-0.532;0.227
1860;5;-0.195;0.756;-0.524;0.407;-0.612;0.219;-0.648;0.202;-0.527;0.225
1860;6;-0.126;0.429;-0.668;0.381;-0.645;0.222;-0.647;0.202;-0.524;0.223
1860;7;-0.105;0.622;-0.783;0.376;-0.638;0.219;-0.642;0.201;-0.523;0.221
1860;8;0.021;0.508;-0.807;0.360;-0.618;0.212;-0.640;0.201;-0.524;0.220
1860;9;-0.251;0.446;-0.720;0.318;-0.620;0.212;-0.635;0.200;-0.522;0.219
1860;10;-0.527;0.441;-0.747;0.307;-0.623;0.210;-0.629;0.203;-0.518;0.217
1860;11;-1.115;0.648;-0.795;0.313;-0.618;0.212;-0.620;0.203;-0.514;0.215
1860;12;-2.019;0.954;-0.821;0.310;-0.621;0.211;-0.615;0.205;-0.516;0.216
1861;1;-2.121;1.083;-0.835;0.309;-0.621;0.208;-0.613;0.203;-0.521;0.215
1861;2;-0.980;0.800;-0.841;0.311;-0.624;0.205;-0.613;0.202;-0.525;0.214
1861;3;-0.831;0.773;-0.878;0.319;-0.626;0.203;-0.613;0.204;-0.523;0.213
